"film","imdb_url",rating,timestamp,"backdated","directors",release_year,running_time
"Big Fan","http://www.imdb.com/title/tt1314164/",3,1253081185,"No","Robert D. Siegel",2009,86
"Battle Royale","http://www.imdb.com/title/tt0266308/",2,1253437048,"No","Kinji Fukasaku",2000,114
"The September Issue","http://www.imdb.com/title/tt1331025/",5,1254030998,"No","R.J. Cutler",2009,90
"Management","http://www.imdb.com/title/tt1082853/",3,1254635183,"No","Stephen Belber",2008,94
"Whip It","http://www.imdb.com/title/tt1172233/",3,1254719857,"No","Drew Barrymore",2009,111
"Couples Retreat","http://www.imdb.com/title/tt1078940/",3,1255153116,"No","Peter Billingsley",2009,107
"Young Einstein","http://www.imdb.com/title/tt0096486/",3,1255163482,"Yes","Yahoo Serious",1988,91
"Valentino: The Last Emperor","http://www.imdb.com/title/tt1176244/",3,1255247887,"No","Matt Tyrnauer",2008,96
"The Invention of Lying","http://www.imdb.com/title/tt1058017/",2,1255306991,"No","Ricky Gervais, Matthew Robinson",2009,100
"Where the Wild Things Are","http://www.imdb.com/title/tt0386117/",4,1255744504,"No","Spike Jonze",2009,101
"A Serious Man","http://www.imdb.com/title/tt1019452/",5,1255834440,"No","Ethan Coen, Joel Coen",2009,105
"Roman Polanski: Wanted and Desired","http://www.imdb.com/title/tt1157705/",3,1255932417,"No","Marina Zenovich",2008,99
"Good Hair","http://www.imdb.com/title/tt1213585/",3,1256339808,"No","Jeff Stilson",2009,95
"Very Young Girls","http://www.imdb.com/title/tt1097268/",3,1256352424,"No","David Schisgall, Nina Alvarez",2007,83
"Monster Camp","http://www.imdb.com/title/tt0970948/",3,1256367694,"No","Cullen Hoback",2007,81
"The Informant","http://www.imdb.com/title/tt1130080/",3,1256438675,"No","Steven Soderbergh",2009,108
"Witch Hunt","http://www.imdb.com/title/tt1196112/",3,1256883713,"No","Don Hardy Jr., Dana Nachman",2008,91
"An Education","http://www.imdb.com/title/tt1174732/",4,1256964308,"No","Lone Scherfig",2009,95
"The Damned United","http://www.imdb.com/title/tt1226271/",3,1257121985,"No","Tom Hooper",2009,97
"A Christmas Carol","http://www.imdb.com/title/tt1067106/",2,1257579893,"No","Robert Zemeckis",2009,96
"Zombieland","http://www.imdb.com/title/tt1156398/",3,1257668748,"No","Ruben Fleischer",2009,88
"Plan 9 From Outer Space","http://www.imdb.com/title/tt0052077/",1,1257921983,"No","Edward D. Wood Jr.",1959,79
"Glengarry Glen Ross","http://www.imdb.com/title/tt0104348/",4,1258093932,"No","James Foley",1992,100
"Precious","http://www.imdb.com/title/tt0929632/",3,1258175685,"No","Lee Daniels",2009,109
"The Break-Up","http://www.imdb.com/title/tt0452594/",3,1258274754,"No","Peyton Reed",2006,106
"Dont Look Back","http://www.imdb.com/title/tt0061589/",5,1258528696,"Yes","D.A. Pennebaker",1967,96
"The Twilight Saga: New Moon","http://www.imdb.com/title/tt1259571/",2,1258786434,"No","Chris Weitz",2009,130
"Downfall","http://www.imdb.com/title/tt0363163/",3,1258869193,"No","Oliver Hirschbiegel",2004,156
"Swingers","http://www.imdb.com/title/tt0117802/",4,1258961139,"No","Doug Liman",1996,96
"American Meth","http://www.imdb.com/title/tt1213571/",2,1259219558,"No","Justin Hunt",2008,72
"The Great Happiness Space","http://www.imdb.com/title/tt0493420/",5,1259299068,"No","Jake Clennell",2006,75
"In the Loop","http://www.imdb.com/title/tt1226774/",3,1259305725,"No","Armando Iannucci",2009,106
"Primer","http://www.imdb.com/title/tt0390384/",3,1259479434,"No","Shane Carruth",2004,73
"Man on Wire","http://www.imdb.com/title/tt1155592/",3,1259485768,"No","James Marsh",2008,94
"Sunshine Cleaning","http://www.imdb.com/title/tt0862846/",3,1259563583,"No","Christine Jeffs",2008,102
"Fantastic Mr. Fox","http://www.imdb.com/title/tt0432283/",3,1260069708,"No","Wes Anderson",2009,87
"Brothers","http://www.imdb.com/title/tt0765010/",3,1260685391,"No","Jim Sheridan",2009,105
"Up in the Air","http://www.imdb.com/title/tt1193138/",3,1261201266,"No","Jason Reitman",2009,109
"Lynch","http://www.imdb.com/title/tt1032207/",2,1261297416,"No","blackANDwhite",2007,84
"Avatar","http://www.imdb.com/title/tt0499549/",3,1261368631,"No","James Cameron",2009,162
"Wet Hot American Summer","http://www.imdb.com/title/tt0243655/",3,1261468258,"Yes","David Wain",2001,97
"Rosemary's Baby","http://www.imdb.com/title/tt0063522/",4,1261616423,"No","Roman Polanski",1968,136
"The Battleship Potemkin","http://www.imdb.com/title/tt0015648/",2,1261797118,"Yes","Sergei M. Eisenstein",1925,75
"Objectified","http://www.imdb.com/title/tt1241325/",3,1261895003,"No","Gary Hustwit",2009,75
"Naked Ambition: An R-rated Look at an X-rated Industry","http://www.imdb.com/title/tt1404702/",3,1261901782,"No","Michael Grecco",2009,81
"American Psycho","http://www.imdb.com/title/tt0144084/",3,1261982831,"No","Mary Harron",2000,101
"Kung Fu Hustle","http://www.imdb.com/title/tt0373074/",3,1262403762,"Yes","Stephen Chow",2004,95
"The Thirteenth Floor","http://www.imdb.com/title/tt0139809/",1,1262404424,"Yes","Josef Rusnak",1999,100
"Jimmy Neutron: Boy Genius","http://www.imdb.com/title/tt0268397/",3,1262404927,"Yes","John A. Davis",2001,82
"Drag Me to Hell","http://www.imdb.com/title/tt1127180/",3,1262414757,"No","Sam Raimi",2009,99
"Quantam of Solace","http://www.imdb.com/title/tt0830515/",3,1262485469,"No","Marc Forster",2008,106
"District 9","http://www.imdb.com/title/tt1136608/",3,1262505039,"No","Neill Blomkamp",2009,112
"Brief Interviews with Hideous Men","http://www.imdb.com/title/tt0790627/",1,1262590844,"No","John Krasinski",2009,80
"Youth in Revolt","http://www.imdb.com/title/tt0403702/",3,1263110602,"No","Miguel Arteta",2009,90
"It's Complicated","http://www.imdb.com/title/tt1230414/",3,1264916870,"No","Nancy Meyers",2009,120
"A Single Man","http://www.imdb.com/title/tt1315981/",5,1266341958,"No","Tom Ford",2009,101
"Alice in Wonderland","http://www.imdb.com/title/tt1014759/",1,1267858622,"No","Tim Burton",2010,108
"She's Out of My League","http://www.imdb.com/title/tt0815236/",3,1268465115,"No","Jim Field Smith",2010,104
"Shutter Island","http://www.imdb.com/title/tt1130884/",3,1268719420,"No","Martin Scorsese",2010,138
"Green Zone","http://www.imdb.com/title/tt0947810/",2,1268805717,"No","Paul Greengrass",2010,115
"The Young Victoria","http://www.imdb.com/title/tt0962736/",4,1268895774,"No","Jean-Marc Vallee",2009,105
"A Crazy Heart","http://www.imdb.com/title/tt1263670/",3,1269150474,"No","Scott Cooper",2009,112
"Hot Tub Time Machine","http://www.imdb.com/title/tt1231587/",3,1269667085,"No","Steve Pink",2010,100
"Greenberg","http://www.imdb.com/title/tt1234654/",4,1269915048,"No","Noah Baumbach",2010,107
"The Art of the Steal","http://www.imdb.com/title/tt1326733/",4,1270010712,"No","Don Argott",2009,101
"How to Train Your Dragon","http://www.imdb.com/title/tt0892769/",3,1270784838,"No","Dean DeBlois and Chris Sanders",2010,98
"Just Friends","http://www.imdb.com/title/tt0433400/",2,1270880856,"No","Roger Kumble",2005,96
"Date Night","http://www.imdb.com/title/tt1279935/",3,1270960849,"No","Shawn Levy",2010,88
"The Runaways","http://www.imdb.com/title/tt1017451/",3,1271039805,"No","Floria Sigismondi",2010,109
"City Island","http://www.imdb.com/title/tt1174730/",3,1271133441,"No","Raymond De Felitta",2009,100
"Julie & Julia","http://www.imdb.com/title/tt1135503/",4,1271139786,"No","Nora Ephron",2009,123
"Kick-Ass","http://www.imdb.com/title/tt1250777/",3,1271481887,"No","Matthew Vaughn",2010,117
"Bed of Roses","http://www.imdb.com/title/tt0115644/",2,1271741116,"Yes","Michael Goldenberg",1996,87
"Contempt","http://www.imdb.com/title/tt0057345/",3,1271741512,"No","Jean-Luc Godard",1963,103
"Chloe","http://www.imdb.com/title/tt1352824/",3,1271824683,"No","Atom Egoyan",2009,96
"Evening","http://www.imdb.com/title/tt0765447/",3,1271977973,"Yes","Lajos Koltai",2007,117
"The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","http://www.imdb.com/title/tt1319726/",3,1272085446,"No","Judith Ehrlich and Rick Goldsmith",2009,92
"Oceans","http://www.imdb.com/title/tt0765128/",3,1272168160,"No","Jacques Perrin and Jacques Cluzaud",2009,86
"Ghost Writer","http://www.imdb.com/title/tt1139328/",2,1272692557,"No","Roman Polanski                                                                ",2010,128
"Iron Man 2","http://www.imdb.com/title/tt1228705/",3,1273297436,"No","Jon Favreau",2010,124
"Exit Through the Gift Shop","http://www.imdb.com/title/tt1587707/",5,1273374317,"No","Banksy",2010,87
"Robin Hood","http://www.imdb.com/title/tt0955308/",2,1273902300,"No","Ridley Scott",2010,140
"Letters to Juliet","http://www.imdb.com/title/tt0892318/",3,1273984469,"No","Gary Winick",2010,105
"Please Give","http://www.imdb.com/title/tt0878835/",4,1275710935,"No","Nicole Holofcener",2010,90
"Get Him to the Greek","http://www.imdb.com/title/tt1226229/",3,1275792647,"No","Nicholas Stoller",2010,109
"Joan Rivers: A Piece of Work","http://www.imdb.com/title/tt1568150/",4,1278169252,"No","Ricki Stern and Anne Sundberg",2010,84
"Winter's Bone","http://www.imdb.com/title/tt1399683/",3,1278208182,"No","Debra Granik",2010,100
"Toy Story 3","http://www.imdb.com/title/tt0435761/",4,1278216336,"No","Lee Unkrich",2010,103
"Duck Season","http://www.imdb.com/title/tt0407246/",4,1278308782,"Yes","Fernando Eimbcke",2004,90
"Knight and Day","http://www.imdb.com/title/tt1013743/",1,1278364162,"No","James Mangold",2010,110
"The Twilight Saga: Eclipse","http://www.imdb.com/title/tt1325004/",3,1278372467,"No","David Slade",2010,124
"Pan's Labyrinth","http://www.imdb.com/title/tt0457430/",3,1278394094,"No","Guillermo del Toro",2006,119
"Cyrus","http://www.imdb.com/title/tt1336617/",4,1278813503,"No","Jay Duplass, Mark Duplass",2010,92
"Solitary Man","http://www.imdb.com/title/tt1294213/",3,1278822311,"No","Brian Koppelman and David Levien",2009,90
"Girl","http://www.imdb.com/title/tt0138467/",3,1278904581,"Yes","Jonathan Kahn",1998,99
"Inception","http://www.imdb.com/title/tt1375666/",3,1279337962,"No","Christopher Nolan",2010,148
"The Kids are All Right","http://www.imdb.com/title/tt0842926/",4,1279427753,"No","Lisa Cholodenko",2010,104
"Salt","http://www.imdb.com/title/tt0944835/",1,1279945337,"No","Phillip Noyce",2010,100
"Husbands and Wives","http://www.imdb.com/title/tt0104466/",3,1280032639,"No","Woody Allen",1992,108
"Charlie St. Cloud","http://www.imdb.com/title/tt1438254/",2,1280560876,"No","Burr Steers",2010,99
"Dinner for Schmucks","http://www.imdb.com/title/tt0427152/",2,1280628464,"No","Jay Roach",2010,114
"Kisses","http://www.imdb.com/title/tt0975684/",4,1280635512,"No","Lance Daly",2010,72
"Before Sunrise","http://www.imdb.com/title/tt0112471/",4,1280725598,"No","Richard Linklater",1995,105
"Coco Chanel & Igor Stravinsky","http://www.imdb.com/title/tt1023441/",4,1280810601,"No","Jan Kounen",2010,120
"The Other Guys","http://www.imdb.com/title/tt1386588/",1,1281157258,"No","Adam McKay",2010,107
"Restrepo","http://www.imdb.com/title/tt1559549/",3,1281234967,"No","Tim Hetherington, Sebastian Junger",2010,93
"Little Children","http://www.imdb.com/title/tt0404203/",4,1281584344,"No","Todd Field",2006,137
"Scott Pilgrim vs. The World","http://www.imdb.com/title/tt0446029/",3,1282368805,"No","Edgar Wright",2010,112
"The Switch","http://www.imdb.com/title/tt0889573/",3,1282445232,"No","Josh Gordon, Will Speck",2010,101
"The American","http://www.imdb.com/title/tt1440728/",4,1283580029,"No","Anton Corbijn",2010,103
"Visual Acoustics","http://www.imdb.com/title/tt1233611/",3,1283621014,"No","Eric Bricker",2008,83
"It Might Get Loud","http://www.imdb.com/title/tt1229360/",3,1283817767,"No","Davis Guggenheim",2008,98
"Easy A","http://www.imdb.com/title/tt1282140/",2,1284776438,"No","Will Gluck",2010,92
"The Virginity Hit","http://www.imdb.com/title/tt1695994/",3,1284785519,"No","Huck Botko, Andrew Gurland",2010,86
"Going the Distance","http://www.imdb.com/title/tt1322312/",3,1285381177,"No","Nanette Burstein",2010,102
"The Town","http://www.imdb.com/title/tt0840361/",4,1285387764,"No","Ben Affleck",2010,123
"The Social Network","http://www.imdb.com/title/tt1285016/",4,1285998756,"No","David Fincher",2010,120
"David Cross: Let America Laugh","http://www.imdb.com/title/tt0378244/",3,1290578040,"No","Lance Bangs, David Cross",2003,93
"Pinero","http://www.imdb.com/title/tt0261066/",3,1291262685,"Yes","Leon Ichaso",2001,103
"Serpico","http://www.imdb.com/title/tt0070666/",3,1291272018,"No","Sidney Lumet",1973,130
"The Holiday","http://www.imdb.com/title/tt0457939/",1,1291480104,"No","Nancy Meyers",2006,138
"Love and other Drugs","http://www.imdb.com/title/tt0758752/",3,1291594665,"No","Edward Zwick",2010,112
"All Good Things","http://www.imdb.com/title/tt1175709/",3,1292745193,"No","Andrew Jarecki",2010,101
"How Do You Know","http://www.imdb.com/title/tt1341188/",3,1293661871,"No","James L. Brooks",2010,116
"True Grit","http://www.imdb.com/title/tt1403865/",3,1293941563,"No","Ethan Coen, Joel Coen",2010,110
"Black Swan","http://www.imdb.com/title/tt0947798/",4,1293949186,"No","Darren Aronofsky",2010,108
"After Sex","http://www.imdb.com/title/tt0465375/",2,1294292920,"No","Eric Amadio",2007,78
"I'm Still Here","http://www.imdb.com/title/tt1356864/",3,1294509366,"No","Casey Affleck",2010,108
"Tron: Legacy","http://www.imdb.com/title/tt1104001",2,1295048405,"No","Joseph Kosinski",2010,125
"Return to Me","http://www.imdb.com/title/tt0122459/",2,1295574706,"Yes","Bonnie Hunt",2000,115
"No Strings Attached","http://www.imdb.com/title/tt1411238/",3,1295755231,"No","Ivan Reitman",2011,110
"Something Wild","http://www.imdb.com/title/tt0091983/",3,1296197592,"Yes","Jonathan Demme",1986,113
"Rize","http://www.imdb.com/title/tt0436724/",3,1296627517,"Yes","David LaChapelle",2005,86
"The Tillman Story","http://www.imdb.com/title/tt1568334/",3,1297321260,"No","Amir Bar-Lev",2010,94
"The Girl with the Dragon Tattoo","http://www.imdb.com/title/tt1132620/",3,1297404894,"No","Niels Arden Oplev",2009,152
"Taxi To The Darkside","http://www.imdb.com/title/tt0854678/",3,1298098269,"No","Alex Gibney",2007,106
"The King's Speech","http://www.imdb.com/title/tt1504320/",3,1298181180,"No","Tom Hooper",2010,118
"Client 9: The Rise and Fall of Eliot Spitzer","http://www.imdb.com/title/tt1638362/",4,1298653309,"No","Alex Gibney",2010,117
"The Fighter","http://www.imdb.com/title/tt0964517/",3,1298680948,"No","David O. Russell",2010,115
"An Unreasonable Man","http://www.imdb.com/title/tt0492499/",3,1299035186,"Yes","Henriette Mantel, Steve Skrovan",2006,122
"Margot at the Wedding","http://www.imdb.com/title/tt0757361/",3,1299045645,"No","Noah Baumbach",2007,93
"You Will Meet a Tall Dark Stranger","http://www.imdb.com/title/tt1182350/",3,1299563167,"No","Woody Allen",2010,98
"Inside Job","http://www.imdb.com/title/tt1645089/",3,1299741707,"No","Charles Ferguson",2010,120
"Waiting for Superman","http://www.imdb.com/title/tt1566648/",3,1300342971,"No","Davis Guggenheim",2010,111
"Airborne","http://www.imdb.com/title/tt0106233/",3,1300522363,"Yes","Rob Bowman",1993,91
"Paul","http://www.imdb.com/title/tt1092026/",3,1301798867,"No","Greg Mottola",2011,104
"The Puffy Chair","http://www.imdb.com/title/tt0436689/",4,1301894264,"No","Jay Duplass and Mark Duplass",2005,85
"The Adjustment Bureau","http://www.imdb.com/title/tt1385826/",3,1302403440,"No","George Nolfi",2011,106
"Somewhere","http://www.imdb.com/title/tt1421051/",3,1303704991,"No","Sofia Coppola",2010,97
"Last Night","http://www.imdb.com/title/tt1294688/",3,1303881604,"No","Massy Tadjedin",2010,90
"Something Borrowed","http://www.imdb.com/title/tt0491152/",2,1305501400,"No","Luke Greenfield",2011,103
"Everything Must Go","http://www.imdb.com/title/tt1531663/",2,1306047840,"No","Dan Rush",2010,97
"It's Kind of a Funny Story","http://www.imdb.com/title/tt0804497/",3,1308108497,"No","Anna Boden, Ryan Fleck",2010,101
"Midnight in Paris","http://www.imdb.com/title/tt1605783/",3,1308108537,"No","Woody Allen",2011,100
"Bridesmaids","http://www.imdb.com/title/tt1478338/",3,1308370009,"No","Paul Feig",2011,125
"The Tree of Life","http://www.imdb.com/title/tt0478304/",3,1308450367,"No","Terrence Malick",2011,138
"Cedar Rapids","http://www.imdb.com/title/tt1477837/",3,1308464208,"No","Miguel Arteta",2011,87
"The Hangover Part II","http://www.imdb.com/title/tt1411697/",2,1308530382,"No","Todd Phillips",2011,102
"Hall Pass","http://www.imdb.com/title/tt0480687/",3,1308549085,"No","Bobby Farrelly, Peter Farrelly",2011,105
"The Pixar Story","http://www.imdb.com/title/tt1059955/",3,1308808247,"No","Leslie Iwerks",2007,87
"Just Go With It","http://www.imdb.com/title/tt1564367/",2,1309762213,"No","Dennis Dugan",2011,117
"Man in the Moon","http://www.imdb.com/title/tt0102388/",4,1309820982,"No","Robert Mulligan",1991,99
"Beats Rhymes & Life: The Travels Of A Tribe Called Quest","http://www.imdb.com/title/tt1613023/",5,1310269296,"No","Michael Rapaport",2011,95
"Page One: Inside the New York Times","http://www.imdb.com/title/tt1787777/",3,1310269355,"No","Andrew Rossi",2011,88
"Freakonomics","http://www.imdb.com/title/tt1152822/",3,1310324428,"No","Heidi Ewing, Alex Gibney, Seth Gordon, Rachel Grady, Eugene Jarecki, Morgan Spurlock",2010,93
"Hereafter","http://www.imdb.com/title/tt1212419/",1,1310888736,"No","Clint Eastwood",2010,129
"Horrible Bosses","http://www.imdb.com/title/tt1499658/",3,1310934010,"No","Seth Gordon",2011,98
"Friends with Benefits","http://www.imdb.com/title/tt1632708/",2,1311555799,"No","Will Gluck",2011,109
"Super 8","http://www.imdb.com/title/tt1650062/",3,1311653971,"No","J.J. Abrams",2011,112
"Due Date","http://www.imdb.com/title/tt1231583/",2,1311745580,"No","Todd Phillips",2010,95
"Crazy, Stupid, Love","http://www.imdb.com/title/tt1570728/",4,1312054600,"No","Glenn Ficarra, John Requa",2011,118
"Win Win","http://www.imdb.com/title/tt1606392/",3,1312180483,"No","Thomas McCarthy",2011,106
"Exporting Raymond","http://www.imdb.com/title/tt1356763/",3,1312615467,"No","Philip Rosenthal",2010,86
"Conan O'Brien Can't Stop","http://www.imdb.com/title/tt1864288/",4,1313481718,"No","Roman Flender",2011,89
"Step Into Liquid","http://www.imdb.com/title/tt0308508/",2,1313647594,"Yes","Dana Brown",2003,87
"Who's the Caboose?","http://www.imdb.com/title/tt0179526/",2,1314414981,"No","Sam Seder",1997,94
